millis(), steeringRef, steering sensor, acceleration
559,	128,	270,	0
589,	128,	262,	0
621,	128,	263,	0
652,	128,	272,	0
681,	128,	272,	0
714,	128,	270,	0
745,	128,	270,	0
775,	128,	267,	0
806,	128,	267,	0
838,	128,	268,	0
869,	128,	268,	0
899,	128,	261,	0
931,	128,	264,	0
962,	128,	270,	0
992,	128,	270,	0
1024,	128,	271,	0
1055,	128,	261,	0
1086,	128,	264,	0
1117,	128,	266,	0
1147,	128,	272,	0
1178,	128,	271,	0
1210,	128,	272,	0
1240,	128,	272,	0
1271,	128,	270,	0
1302,	128,	272,	0
1334,	128,	270,	0
1364,	128,	264,	0
1396,	128,	268,	0
1428,	128,	272,	0
1458,	128,	262,	0
1489,	128,	258,	0
1520,	128,	269,	0
1552,	128,	272,	0
1583,	128,	270,	0
1613,	128,	271,	0
1645,	128,	258,	0
1676,	128,	258,	0
1705,	128,	267,	0
1737,	128,	267,	0
1768,	128,	267,	0
1800,	128,	272,	0
1830,	128,	271,	0
1861,	128,	262,	0
1892,	128,	270,	0
1923,	128,	262,	0
1955,	128,	270,	0
1986,	128,	272,	0
2016,	128,	267,	0
2048,	128,	267,	0
2079,	128,	272,	0
2110,	128,	264,	0
2141,	128,	267,	0
2171,	128,	270,	0
2203,	128,	264,	0
2233,	128,	272,	0
2265,	128,	271,	0
2295,	128,	272,	0
2326,	128,	264,	0
2358,	128,	262,	0
2388,	128,	271,	0
2420,	128,	267,	0
2451,	128,	262,	0
2483,	128,	267,	0
2514,	128,	270,	0
2545,	128,	267,	0
2575,	128,	268,	0
2606,	128,	263,	0
2637,	128,	265,	0
2669,	128,	272,	0
2699,	128,	272,	0
2731,	128,	263,	0
2762,	128,	265,	0
2793,	128,	270,	0
2823,	128,	270,	0
2854,	128,	261,	0
2885,	128,	263,	0
2917,	128,	263,	0
2948,	128,	262,	0
2978,	128,	267,	0
3009,	128,	266,	0
3041,	128,	267,	0
3072,	128,	270,	0
3103,	128,	267,	0
3134,	128,	270,	0
3164,	128,	262,	0
3196,	128,	267,	0
3227,	128,	271,	0
3258,	128,	265,	0
3288,	128,	261,	0
3319,	128,	272,	0
3351,	128,	271,	0
3382,	128,	270,	0
3412,	128,	267,	0
3444,	128,	270,	0
3475,	128,	268,	0
3507,	128,	271,	0
3538,	128,	272,	0
3568,	128,	267,	0
3600,	128,	272,	0
3631,	128,	264,	0
3662,	128,	261,	0
3692,	128,	268,	0
3723,	128,	268,	0
3753,	128,	265,	0
3786,	128,	269,	0
3817,	128,	264,	0
3848,	128,	268,	0
3879,	128,	271,	0
3909,	128,	254,	0
3941,	128,	271,	0
3971,	128,	267,	0
4003,	128,	265,	0
4034,	128,	268,	0
4065,	128,	261,	0
4094,	128,	267,	0
4127,	128,	264,	0
4157,	128,	264,	0
4189,	128,	272,	0
4220,	128,	269,	0
4251,	128,	261,	0
4281,	128,	270,	0
4312,	128,	265,	0
4344,	128,	258,	0
4375,	128,	272,	0
4406,	128,	270,	0
4436,	128,	271,	0
4469,	128,	272,	0
4499,	128,	265,	0
4531,	128,	272,	0
4562,	128,	272,	0
4593,	128,	264,	0
4623,	128,	261,	0
4655,	128,	267,	0
4685,	128,	264,	0
4717,	128,	265,	0
4748,	128,	267,	0
4779,	128,	267,	0
4810,	128,	256,	0
4840,	128,	268,	0
4871,	128,	267,	0
4902,	128,	270,	0
4934,	128,	265,	0
4965,	128,	271,	0
4996,	128,	271,	0
5026,	128,	267,	0
5057,	128,	263,	0
5088,	128,	264,	0
5120,	128,	270,	0
5151,	128,	264,	0
5182,	128,	258,	0
5212,	128,	258,	0
5244,	128,	270,	0
5274,	128,	268,	0
5306,	128,	261,	0
5337,	128,	270,	0
5368,	128,	270,	0
5398,	128,	263,	0
5429,	128,	264,	0
5460,	128,	265,	0
5493,	128,	262,	0
5524,	128,	272,	0
5554,	128,	270,	0
5585,	128,	272,	0
5616,	128,	272,	0
5648,	128,	272,	0
5679,	128,	272,	0
5710,	128,	267,	0
5740,	128,	270,	0
5771,	128,	267,	0
5801,	128,	269,	0
5834,	128,	271,	0
5865,	128,	264,	0
5896,	128,	270,	0
5926,	128,	264,	0
5957,	128,	270,	0
5988,	128,	268,	0
6020,	128,	270,	0
6051,	128,	272,	0
6082,	128,	268,	0
6112,	128,	270,	0
6142,	128,	264,	0
6174,	128,	267,	0
6206,	128,	271,	0
6237,	128,	264,	0
6268,	128,	263,	0
6298,	128,	264,	0
6329,	128,	271,	0
6361,	128,	272,	0
6392,	128,	271,	0
6423,	128,	267,	0
6453,	128,	272,	0
6486,	128,	264,	0
6516,	128,	272,	0
6548,	128,	271,	0
6579,	128,	265,	0
6610,	128,	265,	0
6640,	128,	267,	0
6671,	128,	267,	0
6702,	128,	267,	0
6734,	128,	272,	0
6765,	128,	264,	0
6796,	128,	272,	0
6825,	128,	267,	0
6857,	128,	264,	0
6888,	128,	262,	0
6920,	128,	264,	0
6951,	128,	264,	0
6982,	128,	264,	0
7013,	128,	270,	0
7043,	128,	262,	0
7074,	128,	267,	0
7106,	128,	263,	0
7137,	128,	262,	0
7166,	128,	272,	0
7198,	128,	271,	0
7229,	128,	261,	0
7261,	128,	258,	0
7292,	128,	267,	0
7323,	128,	272,	0
7353,	128,	271,	0
7384,	128,	265,	0
7415,	128,	272,	0
7447,	128,	270,	0
7478,	128,	270,	0
7510,	128,	272,	0
7540,	128,	267,	0
7572,	128,	267,	0
7602,	128,	261,	0
7634,	128,	264,	0
7665,	128,	261,	0
7696,	128,	262,	0
7726,	128,	266,	0
7757,	128,	271,	0
7788,	128,	271,	0
7820,	128,	270,	0
7851,	128,	267,	0
7881,	128,	267,	0
7912,	128,	258,	0
7943,	128,	264,	0
7975,	128,	267,	0
8006,	128,	268,	0
8037,	128,	265,	0
8067,	128,	271,	0
8099,	128,	265,	0
8129,	128,	263,	0
8161,	128,	264,	0
8190,	128,	272,	0
8223,	128,	258,	0
8254,	128,	272,	0
8284,	128,	258,	0
8315,	128,	264,	0
8346,	128,	263,	0
8378,	128,	262,	0
8409,	128,	262,	0
8440,	128,	271,	0
8470,	128,	272,	0
8502,	128,	270,	0
8532,	128,	270,	0
8664,	128,	261,	0
8695,	128,	272,	0
8725,	128,	272,	0
8756,	99,	272,	0
8787,	99,	271,	0
8818,	99,	258,	0
8849,	99,	270,	0
8881,	99,	267,	0
8911,	99,	264,	0
8942,	99,	268,	0
8974,	99,	268,	0
9004,	99,	269,	0
9035,	99,	272,	0
9066,	99,	263,	0
9097,	99,	272,	0
9128,	99,	271,	0
9159,	99,	270,	0
9190,	99,	271,	0
9221,	99,	267,	0
9252,	99,	272,	0
9284,	99,	269,	0
9314,	99,	258,	0
9345,	99,	272,	0
9377,	99,	267,	0
9407,	99,	267,	0
9438,	99,	263,	0
9469,	99,	264,	0
9500,	99,	264,	0
9531,	99,	267,	0
9562,	99,	264,	0
9593,	99,	268,	0
9624,	99,	270,	0
9655,	99,	258,	0
9686,	99,	271,	0
9717,	99,	263,	0
9748,	99,	270,	0
9780,	99,	272,	0
9810,	99,	272,	0
9841,	99,	263,	0
9872,	99,	265,	0
9904,	99,	268,	0
9934,	99,	264,	0
9966,	99,	268,	0
9997,	99,	264,	0
10027,	99,	265,	0
10059,	99,	272,	0
10090,	99,	272,	0
10120,	99,	272,	0
10151,	99,	270,	0
10183,	99,	272,	0
10214,	99,	269,	0
10244,	99,	272,	0
10276,	99,	264,	0
10307,	99,	272,	0
10338,	99,	264,	0
10369,	99,	270,	0
10399,	99,	268,	0
10431,	99,	270,	0
10462,	89,	264,	0
10493,	89,	264,	0
10523,	89,	269,	0
10555,	0,	268,	0
10585,	0,	272,	0
10616,	0,	264,	0
10648,	0,	264,	0
10679,	0,	270,	0
10708,	0,	264,	0
10740,	0,	270,	0
10772,	0,	267,	0
10802,	0,	264,	0
10833,	0,	267,	0
10865,	0,	258,	0
10896,	0,	264,	0
10926,	0,	261,	0
10957,	0,	262,	0
10989,	0,	264,	0
11019,	0,	271,	0
11051,	0,	272,	0
11081,	0,	268,	0
11113,	0,	258,	0
11144,	0,	263,	0
11174,	0,	270,	0
11205,	128,	270,	0
11237,	128,	271,	0
11268,	128,	264,	0
11299,	166,	267,	0
11329,	166,	272,	0
11361,	255,	266,	0
11392,	255,	262,	0
11423,	255,	265,	0
11453,	255,	272,	0
11484,	255,	270,	0
11516,	255,	262,	0
11547,	255,	272,	0
11578,	255,	270,	0
11609,	255,	272,	0
11639,	255,	263,	0
11670,	255,	270,	0
11702,	255,	267,	0
11732,	255,	263,	0
11765,	255,	270,	0
11796,	255,	261,	0
11827,	255,	272,	0
11857,	255,	272,	0
11888,	255,	263,	0
11919,	128,	270,	0
11951,	128,	272,	0
11982,	128,	264,	0
12013,	128,	270,	0
12043,	128,	264,	0
12073,	128,	272,	0
12105,	0,	270,	0
12136,	0,	267,	0
12168,	0,	261,	0
12199,	0,	270,	0
12229,	0,	272,	0
12260,	0,	264,	0
12292,	0,	267,	0
12322,	0,	258,	0
12353,	0,	271,	0
12385,	0,	258,	0
12416,	0,	265,	0
12446,	0,	268,	0
12478,	0,	265,	0
12509,	0,	272,	0
12540,	128,	270,	0
12571,	128,	264,	0
12601,	128,	270,	0
12632,	128,	272,	0
12664,	128,	268,	0
12694,	128,	268,	0
12725,	128,	263,	0
12758,	128,	260,	0
12789,	128,	264,	0
12820,	128,	267,	0
12850,	128,	271,	0
12881,	128,	261,	0
12912,	255,	270,	0
12944,	255,	272,	0
12975,	255,	265,	0
13005,	255,	265,	0
13036,	255,	267,	0
13067,	255,	264,	0
13099,	255,	258,	0
13130,	255,	272,	0
13160,	255,	261,	0
13191,	255,	272,	0
13223,	255,	264,	0
13254,	255,	263,	0
13285,	255,	272,	0
13316,	255,	270,	0
13346,	128,	261,	0
13377,	128,	270,	0
13409,	128,	267,	0
13440,	128,	267,	0
13471,	128,	258,	0
13501,	128,	272,	0
13532,	128,	267,	0
13564,	128,	264,	0
13594,	128,	272,	0
13625,	128,	262,	0
13656,	128,	272,	0
13688,	128,	271,	0
13719,	0,	265,	0
13750,	0,	272,	0
13780,	0,	272,	0
13812,	0,	267,	0
13844,	0,	266,	0
13874,	0,	264,	0
13905,	0,	272,	0
13937,	0,	271,	0
13968,	0,	264,	0
13998,	0,	263,	0
14030,	0,	266,	0
14061,	0,	258,	0
14091,	0,	271,	0
14123,	0,	268,	0
14153,	128,	257,	0
14184,	128,	270,	0
14216,	128,	270,	0
14247,	153,	264,	0
14278,	153,	270,	0
14308,	153,	262,	0
14339,	255,	257,	0
14370,	255,	272,	0
14402,	255,	270,	0
14433,	255,	263,	0
14464,	255,	264,	0
14494,	255,	270,	0
14525,	255,	262,	0
14556,	255,	270,	0
14588,	255,	264,	0
14618,	255,	270,	0
14650,	255,	267,	0
14680,	255,	272,	0
14712,	255,	261,	0
14742,	255,	272,	0
14774,	255,	272,	0
14804,	255,	272,	0
14837,	255,	270,	0
14868,	255,	272,	0
14898,	128,	272,	0
14929,	128,	266,	0
14960,	128,	267,	0
14992,	128,	272,	0
15022,	128,	264,	0
15053,	128,	272,	0
15084,	128,	272,	0
15116,	128,	272,	0
15147,	128,	258,	0
15178,	128,	272,	0
15208,	128,	267,	0
15239,	128,	267,	0
15270,	128,	272,	0
15302,	128,	271,	0
15332,	128,	267,	0
15364,	128,	269,	0
15394,	128,	272,	0
15426,	128,	268,	0
15456,	128,	272,	0
15488,	128,	268,	0
15518,	128,	264,	0
15550,	128,	264,	0
15580,	128,	263,	0
15612,	128,	272,	0
15642,	128,	266,	0
15674,	128,	270,	0
15704,	128,	272,	0
19938,	128,	271,	0
19969,	128,	271,	0
20001,	128,	267,	0
20031,	128,	264,	0
20063,	128,	262,	0
20094,	128,	258,	0
20125,	128,	264,	0
20156,	128,	264,	0
20186,	128,	265,	0
20217,	128,	261,	0
20249,	128,	264,	0
20279,	128,	266,	0
20310,	128,	261,	0
20341,	128,	258,	0
20373,	128,	272,	0
20404,	128,	262,	0
20435,	128,	267,	0
20466,	128,	267,	0
20497,	128,	272,	0
20528,	128,	267,	0
20558,	128,	272,	0
20589,	128,	270,	0
20620,	128,	256,	0
20651,	128,	256,	0
20683,	128,	270,	0
20714,	128,	271,	0
20744,	128,	262,	0
20776,	128,	264,	0
20806,	128,	272,	0
20838,	128,	261,	0
20868,	128,	258,	0
20899,	128,	271,	0
20930,	128,	271,	0
20961,	128,	267,	0
20993,	128,	258,	0
21024,	128,	270,	0
21055,	128,	258,	0
21086,	128,	267,	0
21117,	128,	272,	0
21147,	128,	272,	0
21178,	128,	258,	0
21209,	128,	272,	0
21241,	128,	264,	0
21271,	128,	266,	0
21302,	128,	264,	0
21334,	128,	271,	0
21364,	128,	271,	0
21396,	128,	270,	0
21426,	128,	272,	0
21458,	128,	267,	0
21489,	128,	272,	0
21519,	128,	271,	0
21550,	128,	255,	0
21581,	128,	267,	0
21613,	128,	265,	0
21644,	128,	270,	0
21673,	128,	264,	0
21706,	128,	270,	0
21736,	128,	271,	0
21768,	128,	271,	0
21799,	128,	267,	0
21829,	128,	261,	0
21860,	128,	263,	0
21892,	128,	271,	0
21923,	128,	272,	0
21953,	106,	268,	0
21984,	106,	271,	0
22014,	106,	268,	0
22047,	0,	272,	0
22077,	0,	267,	0
22109,	0,	263,	0
22140,	0,	271,	0
22170,	0,	263,	0
22202,	0,	271,	0
22233,	0,	265,	0
22264,	0,	263,	0
22295,	0,	258,	0
22325,	0,	271,	0
22356,	0,	268,	0
millis(), steeringRef, steering sensor, acceleration
millis(), steeringRef, steering sensor, acceleration
2654,	-1,	-166,	-1
2685,	-1,	216,	-1
2716,	-1,	219,	0
2747,	128,	226,	0
2777,	128,	216,	0
2808,	128,	219,	0
2840,	128,	204,	0
2871,	128,	198,	0
2902,	128,	212,	0
2932,	128,	185,	0
2963,	128,	200,	0
2995,	128,	200,	0
3025,	128,	179,	0
3057,	128,	178,	0
3088,	128,	190,	0
3119,	128,	-168,	0
3149,	128,	-167,	0
3180,	128,	-160,	0
3211,	128,	-169,	0
3243,	128,	-162,	0
3274,	128,	-156,	0
3305,	128,	-169,	0
3335,	128,	-160,	0
3367,	128,	-165,	0
3398,	128,	-154,	0
3428,	128,	-167,	0
3460,	128,	-168,	0
3491,	128,	-168,	0
3521,	128,	-160,	0
3553,	128,	-160,	0
3584,	128,	-167,	0
3614,	128,	-162,	0
3646,	128,	-162,	0
3677,	128,	-165,	0
3707,	128,	-162,	0
3739,	128,	-167,	0
3769,	128,	-161,	0
3800,	128,	-149,	0
3832,	128,	-169,	0
3863,	128,	-165,	0
3894,	128,	-169,	0
3926,	128,	-154,	0
3956,	128,	-165,	0
3987,	128,	-165,	0
4019,	128,	-162,	0
4049,	128,	-165,	0
4080,	128,	-161,	0
4112,	128,	-165,	0
4142,	128,	-169,	0
4173,	128,	-154,	0
4205,	128,	-167,	0
4235,	128,	-162,	0
4265,	128,	-160,	0
4298,	128,	-161,	0
millis(), steeringRef, steering sensor, acceleration
millis(), steeringRef, steering sensor, acceleration
1683,	-1,	49,	-1
1713,	-1,	35,	-1
1744,	128,	33,	-1
1776,	128,	39,	0
1807,	128,	44,	0
1838,	128,	31,	0
millis(), steeringRef, steering sensor, acceleration
millis(), steeringRef, steering sensor, acceleration
millis(), steeringRef, steering sensor, acceleration
787,	-1,	137,	-1
818,	-1,	137,	-1
849,	-1,	126,	0
879,	138,	134,	0
911,	138,	129,	0
942,	138,	135,	0
972,	136,	121,	0
1003,	136,	120,	0
1034,	136,	131,	0
1065,	136,	123,	0
1097,	136,	125,	0
1128,	136,	136,	0
1159,	136,	123,	0
1190,	136,	136,	0
1221,	136,	141,	0
1252,	138,	134,	0
1283,	138,	126,	0
1315,	138,	129,	0
1346,	136,	132,	0
1376,	136,	130,	0
1408,	136,	141,	0
1438,	138,	133,	0
1469,	138,	128,	0
1500,	138,	97,	0
1532,	138,	138,	0
1563,	138,	136,	0
1594,	138,	125,	0
1625,	138,	129,	0
1656,	138,	127,	0
1687,	138,	133,	0
1718,	138,	117,	0
1750,	138,	143,	0
1780,	138,	114,	0
1811,	138,	126,	0
1843,	138,	136,	0
1874,	138,	111,	0
1905,	138,	130,	0
1936,	138,	125,	0
1966,	138,	117,	0
1998,	138,	130,	0
2028,	138,	132,	0
2060,	138,	126,	0
2089,	138,	131,	0
2121,	138,	133,	0
2152,	135,	138,	0
2183,	135,	108,	0
2214,	135,	126,	0
2246,	135,	125,	0
2277,	135,	136,	0
2307,	135,	126,	0
2338,	135,	125,	0
2369,	135,	128,	0
2401,	135,	130,	0
2432,	135,	126,	0
2463,	135,	137,	0
2493,	142,	131,	0
2525,	142,	127,	0
2556,	142,	137,	0
2586,	142,	135,	0
2617,	142,	125,	0
2648,	142,	127,	0
2679,	142,	130,	0
2711,	142,	127,	0
2742,	142,	131,	0
2772,	142,	129,	0
2805,	142,	139,	0
2835,	142,	128,	0
2867,	140,	79,	0
2897,	140,	121,	0
2929,	140,	135,	0
2959,	140,	140,	0
2990,	140,	136,	0
3021,	140,	129,	0
3052,	165,	136,	0
3083,	165,	129,	0
3113,	165,	137,	0
3145,	212,	128,	0
3176,	212,	120,	0
3208,	212,	138,	0
3239,	231,	136,	0
3270,	231,	135,	0
3301,	231,	130,	0
3331,	231,	108,	0
3363,	231,	157,	0
3394,	231,	157,	0
3425,	231,	-169,	0
3454,	217,	180,	0
3487,	217,	184,	0
3517,	217,	200,	0
3548,	148,	212,	0
3579,	148,	204,	0
3611,	148,	205,	0
3642,	128,	-166,	0
3673,	128,	-169,	0
3703,	128,	189,	0
3735,	6,	202,	0
3765,	6,	207,	0
3798,	6,	205,	0
3828,	0,	209,	0
3859,	0,	188,	0
3891,	0,	169,	0
3922,	0,	136,	0
3953,	0,	115,	0
3984,	0,	83,	0
4015,	0,	79,	0
4046,	0,	66,	0
4077,	0,	50,	0
4108,	0,	54,	0
4137,	0,	51,	0
4170,	30,	41,	0
4200,	30,	45,	0
4232,	30,	42,	0
4263,	65,	45,	0
4293,	65,	48,	0
4324,	65,	40,	0
4355,	128,	50,	0
4387,	128,	40,	0
millis(), steeringRef, steering sensor, acceleration
millis(), steeringRef, steering sensor, acceleration
30,	128,	22,	-1
62,154,	128,	28,	0
185,	128,	25,	0
217,	128,	16,	0
247,	128,	28,	0
278,	128,	45,	0
310,	128,	57,	0
340,	128,	67,	0
372,	128,	79,	0
403,	128,	100,	0
435,	128,	97,	0
466,	128,	105,	0
497,	128,	106,	0
527,	128,	109,	0
558,	128,	111,	0
589,	128,	114,	0
621,	128,	116,	0
652,	128,	120,	0
683,	128,	113,	0
713,	128,	110,	0
745,	128,	104,	0
776,	128,	110,	0
806,	128,	113,	0
837,	128,	117,	0
868,	128,	108,	0
899,	128,	110,	0
931,	128,	116,	0
962,	128,	106,	0
993,	128,	117,	0
1024,	128,	115,	0
1054,	128,	115,	0
1085,	128,	115,	0
1117,	128,	109,	0
1148,	128,	118,	0
1179,	128,	116,	0
1209,	128,	117,	0
1240,	128,	117,	0
1271,	128,	117,	0
1302,	128,	104,	0
1333,	128,	112,	0
1364,	128,	115,	0
1396,	128,	108,	0
1428,	128,	110,	0
1458,	128,	114,	0
1489,	128,	106,	0
1521,	128,	115,	0
1552,	128,	110,	0
1583,	128,	115,	0
1613,	128,	-165,	0
1645,	128,	106,	0
1676,	128,	-165,	0
1705,	128,	-162,	0
1738,	128,	-165,	0
1769,	128,	-162,	0
1800,	128,	190,	0
1831,	128,	191,	0
1862,	128,	198,	0
1892,	128,	194,	0
1924,	128,	200,	0
1955,	128,	189,	0
1986,	128,	-167,	0
2017,	128,	188,	0
2046,	128,	-169,	0
2078,	128,	-162,	0
2109,	128,	-162,	0
2140,	128,	-156,	0
2172,	128,	-169,	0
2202,	128,	-167,	0
2234,	128,	-161,	0
2265,	128,	-158,	0
2295,	128,	-167,	0
2327,	128,	-169,	0
2358,	128,	-163,	0
2388,	128,	-162,	0
2421,	128,	-162,	0
2452,	128,	-169,	0
2482,	128,	-165,	0
2514,	128,	-160,	0
2544,	128,	-162,	0
2576,	128,	-168,	0
2606,	128,	-161,	0
2637,	128,	-167,	0
2669,	128,	-159,	0
2699,	128,	-165,	0
2729,	128,	-165,	0
2762,	128,	-167,	0
2792,	128,	-168,	0
2823,	128,	-167,	0
2855,	128,	-165,	0
2886,	128,	-165,	0
2916,	128,	-169,	0
2947,	128,	-161,	0
2979,	128,	-165,	0
3009,	128,	-162,	0
3041,	128,	-167,	0
3072,	128,	-167,	0
3102,	128,	-165,	0
3134,	128,	-165,	0
3164,	128,	247,	0
3195,	128,	272,	0
3227,	128,	263,	0
3257,	128,	271,	0
3288,	128,	263,	0
3319,	128,	-159,	0
3351,	128,	-162,	0
3381,	128,	-169,	0
3414,	128,	270,	0
3444,	128,	-165,	0
3476,	128,	-165,	0
3506,	128,	-165,	0
3537,	128,	-165,	0
3568,	128,	-166,	0
3600,	128,	-167,	0
3631,	128,	-162,	0
3662,	128,	-168,	0
3693,	30,	-168,	0
3724,	30,	-162,	0
3753,	30,	-168,	0
3785,	0,	-156,	0
3817,	0,	-169,	0
3847,	0,	270,	0
3878,	0,	270,	0
3909,	0,	264,	0
3941,	0,	268,	0
3972,	0,	267,	0
4003,	0,	270,	0
4034,	0,	256,	0
4065,	0,	267,	0
4096,	0,	267,	0
4127,	0,	267,	0
4157,	0,	254,	0
4188,	0,	267,	0
4220,	0,	261,	0
4250,	0,	271,	0
4281,	0,	264,	0
4312,	0,	268,	0
4344,	0,	268,	0
4374,	0,	272,	0
4405,	0,	254,	0
4436,	0,	258,	0
4468,	0,	256,	0
4500,	98,	235,	0
4531,	98,	245,	0
4561,	98,	-168,	0
4593,	128,	225,	0
4624,	128,	217,	0
4654,	128,	180,	0
4685,	128,	226,	0
4716,	128,	217,	0
4748,	128,	-168,	0
4777,	128,	222,	0
4809,	128,	227,	0
4841,	128,	-165,	0
4872,	128,	239,	0
4902,	128,	-165,	0
